Class Name,Section,Class Number,Open Seats,Total Seats,Percent,Timestamp
First-Year Seminar | BIOLOGY 89S,SEM Section 01,9176,0,10,100.0,2021-06-27 17:16:35.388233
Molecular Biology Lab | BIOLOGY 201L9,Laboratory Section 14L,9316,0,2,100.0,2021-06-27 18:12:46.746612
Molecular Biology Lab | BIOLOGY 201L9,Laboratory Section 15L,9317,0,1,100.0,2021-06-27 18:12:49.272446
Molecular Biology Lab | BIOLOGY 201L9,Laboratory Section 16L,10380,0,1,100.0,2021-06-27 18:12:51.732267
Gateway to Biology: Genetics and Evolution | BIOLOGY 202L,Lecture Section 001,9178,18,180,90.0,2021-06-27 18:12:54.127496
Gateway to Biology: Genetics and Evolution | BIOLOGY 202L,Laboratory Section 01L,9179,2,18,88.88888888888889,2021-06-27 18:12:56.584594
Gateway to Biology: Genetics and Evolution | BIOLOGY 202L,Laboratory Section 02L,9180,4,18,77.77777777777779,2021-06-27 18:12:58.977470
Gateway to Biology: Genetics and Evolution | BIOLOGY 202L,Laboratory Section 03L,9181,4,18,77.77777777777779,2021-06-27 18:13:01.393724
Gateway to Biology: Genetics and Evolution | BIOLOGY 202L,Laboratory Section 04L,9182,1,18,94.44444444444444,2021-06-27 18:13:03.886081
Gateway to Biology: Genetics and Evolution | BIOLOGY 202L,Laboratory Section 05L,9183,0,18,100.0,2021-06-27 18:13:06.446078
Gateway to Biology: Genetics and Evolution | BIOLOGY 202L,Laboratory Section 06L,9184,1,18,94.44444444444444,2021-06-27 18:13:08.855977
Gateway to Biology: Genetics and Evolution | BIOLOGY 202L,Laboratory Section 07L,9185,1,18,94.44444444444444,2021-06-27 18:13:11.221609
Gateway to Biology: Genetics and Evolution | BIOLOGY 202L,Laboratory Section 08L,9186,0,18,100.0,2021-06-27 18:13:13.623277
Gateway to Biology: Genetics and Evolution | BIOLOGY 202L,Laboratory Section 10L,9188,2,18,88.88888888888889,2021-06-27 18:13:16.013594
Gateway to Biology: Genetics and Evolution | BIOLOGY 202L,Laboratory Section 11L,9189,3,18,83.33333333333334,2021-06-27 18:13:18.404484
"Gateway to Biology: Molecular Biology, Genetics & Evolution | BIOLOGY 203L",Lecture Section 001,9271,11,94,88.29787234042553,2021-06-27 18:13:20.847157
"Gateway to Biology: Molecular Biology, Genetics & Evolution | BIOLOGY 203L",Laboratory Section 01L,9272,4,18,77.77777777777779,2021-06-27 18:13:23.329395
"Gateway to Biology: Molecular Biology, Genetics & Evolution | BIOLOGY 203L",Laboratory Section 02L,9279,1,18,94.44444444444444,2021-06-27 18:13:25.818321
"Gateway to Biology: Molecular Biology, Genetics & Evolution | BIOLOGY 203L",Laboratory Section 03L,9283,2,18,88.88888888888889,2021-06-27 18:13:28.401726
"Gateway to Biology: Molecular Biology, Genetics & Evolution | BIOLOGY 203L",Laboratory Section 04L,9284,5,18,72.22222222222221,2021-06-27 18:13:30.732647
"Gateway to Biology: Molecular Biology, Genetics & Evolution | BIOLOGY 203L",Laboratory Section 05L,9285,0,18,100.0,2021-06-27 18:13:33.072946
"Gateway to Biology: Molecular Biology, Genetics & Evolution | BIOLOGY 203L",Laboratory Section 06L,11723,0,1,100.0,2021-06-27 18:13:35.444143
Marine Megafauna | BIOLOGY 205,Lecture Section 01,5057,0,50,100.0,2021-06-27 18:13:37.783365
Organismal Evolution | BIOLOGY 207,Lecture Section 02,9254,11,35,68.57142857142857,2021-06-27 18:13:40.132773
Ecology for a Crowded Planet | BIOLOGY 209-2,Lecture Section 01,9318,1,60,98.33333333333333,2021-06-27 18:13:42.468950
THE ECOLOGY OF HUMAN HEALTH | BIOLOGY 209-3,Lecture Section 01,11412,0,1,100.0,2021-06-27 18:13:45.015239
The Ecology of Human Health | BIOLOGY 209S-1,SEM Section 01,9287,0,14,100.0,2021-06-27 18:13:47.346774
General Microbiology | BIOLOGY 212,Lecture Section 01,9292,2,30,93.33333333333333,2021-06-27 18:13:49.680296
General Microbiology | BIOLOGY 212L,Lecture Section 001,9190,3,47,93.61702127659575,2021-06-27 18:13:51.997441
General Microbiology | BIOLOGY 212L,Laboratory Section 01L,9191,1,12,91.66666666666666,2021-06-27 18:13:54.325722
General Microbiology | BIOLOGY 212L,Laboratory Section 02L,9192,1,12,91.66666666666666,2021-06-27 18:13:56.677658
General Microbiology | BIOLOGY 212L,Laboratory Section 03L,9193,1,12,91.66666666666666,2021-06-27 18:13:59.015108
General Microbiology | BIOLOGY 212L,Laboratory Section 04L,9194,0,11,100.0,2021-06-27 18:14:01.332953
General Microbiology Lab | BIOLOGY 212L9,Laboratory Section 04L,9302,0,1,100.0,2021-06-27 18:14:03.644291
Introduction to Mathematical Modeling in Biology | BIOLOGY 215,Lecture Section 01,9222,11,15,26.666666666666668,2021-06-27 18:14:05.955124
"Developmental Biology: Development, Stem Cells, and Regeneration | BIOLOGY 221D",Lecture Section 001,9264,7,20,65.0,2021-06-27 18:14:08.261259
"Developmental Biology: Development, Stem Cells, and Regeneration | BIOLOGY 221D",Lecture Section 002,9265,0,12,100.0,2021-06-27 18:14:10.570609
"Developmental Biology: Development, Stem Cells, and Regeneration | BIOLOGY 221D",Lecture Section 003,9266,1,8,87.5,2021-06-27 18:14:12.883517
"Developmental Biology: Development, Stem Cells, and Regeneration | BIOLOGY 221D",Discussion Section 01D,9267,1,20,95.0,2021-06-27 18:14:15.213547
"Developmental Biology: Development, Stem Cells, and Regeneration | BIOLOGY 221D",Discussion Section 02D,9268,7,20,65.0,2021-06-27 18:14:17.567109
Cellular and Molecular Neurobiology | BIOLOGY 223,Lecture Section 001,3977,7,75,90.66666666666666,2021-06-27 18:14:19.878926
Cellular and Molecular Neurobiology | BIOLOGY 223,Lecture Section 002,10791,0,8,100.0,2021-06-27 18:14:22.262083
Cellular and Molecular Neurobiology | BIOLOGY 223,Discussion Section 01D,3978,1,18,94.44444444444444,2021-06-27 18:14:24.580696
Cellular and Molecular Neurobiology | BIOLOGY 223,Discussion Section 02D,3979,0,20,100.0,2021-06-27 18:14:26.909680
Cellular and Molecular Neurobiology | BIOLOGY 223,Discussion Section 03D,3980,0,18,100.0,2021-06-27 18:14:29.253053
Cellular and Molecular Neurobiology | BIOLOGY 223,Discussion Section 04D,3981,2,19,89.47368421052632,2021-06-27 18:14:31.647812
Philosophy of Biology | BIOLOGY 255,Lecture Section 01,6963,0,20,100.0,2021-06-27 18:14:33.960241
Biological Responses to Climate Change | BIOLOGY 263,Lecture Section 01,9257,2,15,86.66666666666667,2021-06-27 18:14:36.278062
Mechanisms of Animal Behavior | BIOLOGY 268,Lecture Section 01,9293,-2,11,118.18181818181819,2021-06-27 18:14:38.611669
Mechanisms of Animal Behavior | BIOLOGY 268,Lecture Section 02,9294,0,4,100.0,2021-06-27 18:14:41.069235
Analysis of Ocean Ecosystems | BIOLOGY 272A,Lecture Section 01,5058,7,10,30.0,2021-06-27 18:14:43.376173
Analysis of Ocean Ecosystems | BIOLOGY 272A,Lecture Section 02,5060,0,2,100.0,2021-06-27 18:14:45.683143
Marine Ecology | BIOLOGY 273LA,Laboratory Section 01,5062,0,8,100.0,2021-06-27 18:14:48.013842
Comparative Physiology of Marine Animals | BIOLOGY 278LA,Laboratory Section 01,5064,1,10,90.0,2021-06-27 18:14:50.332712
Sound in the Sea: Introduction to Marine Bioacoustics | BIOLOGY 279LA,LL Section 01,5067,6,10,40.0,2021-06-27 18:14:52.640031
Sound in the Sea: Introduction to Marine Bioacoustics | BIOLOGY 279LA,LL Section 02,5070,5,5,0.0,2021-06-27 18:14:54.949579
Research Independent Study | BIOLOGY 293,IND Section 01,2707,15,25,40.0,2021-06-27 18:14:57.282506
Research Independent Study | BIOLOGY 293,IND Section 02,2708,3,4,25.0,2021-06-27 18:14:59.600135
Research Independent Study | BIOLOGY 293,IND Section 03,2709,3,4,25.0,2021-06-27 18:15:01.915964
Research Independent Study | BIOLOGY 293,IND Section 04,2710,3,4,25.0,2021-06-27 18:15:04.248469
Research Independent Study | BIOLOGY 293,IND Section 05,2711,3,4,25.0,2021-06-27 18:15:06.620054
Research Independent Study | BIOLOGY 293,IND Section 06,2712,3,4,25.0,2021-06-27 18:15:08.980951
Research Independent Study | BIOLOGY 293,IND Section 07,2713,3,4,25.0,2021-06-27 18:15:11.436171
Research Independent Study | BIOLOGY 293,IND Section 08,2714,3,4,25.0,2021-06-27 18:15:13.778255
Research Independent Study | BIOLOGY 293,IND Section 09,2715,3,4,25.0,2021-06-27 18:15:16.124997
Research Independent Study | BIOLOGY 293,IND Section 10,2716,4,4,0.0,2021-06-27 18:15:18.436926
Research Independent Study | BIOLOGY 293,IND Section 11,2717,4,4,0.0,2021-06-27 18:15:20.756556
Research Independent Study | BIOLOGY 293,IND Section 12,2718,4,4,0.0,2021-06-27 18:15:23.193765
Research Independent Study | BIOLOGY 293,IND Section 13,2719,4,4,0.0,2021-06-27 18:15:25.580023
Research Independent Study | BIOLOGY 293,IND Section 14,2720,4,4,0.0,2021-06-27 18:15:27.940607
Research Independent Study | BIOLOGY 293,IND Section 15,2721,4,4,0.0,2021-06-27 18:15:30.326864
Research Independent Study | BIOLOGY 293,IND Section 16,2722,4,4,0.0,2021-06-27 18:15:32.671829
Research Independent Study | BIOLOGY 293,IND Section 17,2723,4,4,0.0,2021-06-27 18:15:34.991446
Research Independent Study | BIOLOGY 293,IND Section 18,2724,4,4,0.0,2021-06-27 18:15:37.404974
Research Independent Study | BIOLOGY 293,IND Section 19,2725,5,5,0.0,2021-06-27 18:15:39.871480
Research Independent Study | BIOLOGY 293,IND Section 20,2726,5,5,0.0,2021-06-27 18:15:42.470703
Research Independent Study | BIOLOGY 293-1,IND Section 01,2730,4,5,20.0,2021-06-27 18:15:44.873141
Research Independent Study | BIOLOGY 293A,IND Section 01,11335,4,4,0.0,2021-06-27 18:15:47.423890
Research Independent Study | BIOLOGY 293A,IND Section 02,11336,3,4,25.0,2021-06-27 18:15:50.023169
Research Independent Study | BIOLOGY 293A,IND Section 03,11337,3,4,25.0,2021-06-27 18:15:52.548771
Research Independent Study | BIOLOGY 293A,IND Section 04,11338,4,4,0.0,2021-06-27 18:15:55.043655
Research Independent Study | BIOLOGY 293A,IND Section 05,11339,4,4,0.0,2021-06-27 18:15:57.525644
Human Evolutionary Genetics | BIOLOGY 318,Lecture Section 01,5509,6,24,75.0,2021-06-27 18:15:59.944149
Coastal Watershed Science and Policy | BIOLOGY 319A,Lecture Section 01,5071,0,5,100.0,2021-06-27 18:16:02.318243
Coastal Watershed Science and Policy | BIOLOGY 319A,Lecture Section 02,5072,1,5,80.0,2021-06-27 18:16:04.728236
Primate Sexuality | BIOLOGY 321,Lecture Section 01,5510,21,30,30.0,2021-06-27 18:16:07.167711
Primate Sexuality | BIOLOGY 321D,Lecture Section 001,5511,27,40,32.5,2021-06-27 18:16:09.585823
Primate Sexuality | BIOLOGY 321D,Discussion Section 01D,5512,1,10,90.0,2021-06-27 18:16:11.949814
Primate Sexuality | BIOLOGY 321D,Discussion Section 04D,5515,6,10,40.0,2021-06-27 18:16:14.327862
Principles of Animal Physiology | BIOLOGY 329D,Lecture Section 001,9226,3,15,80.0,2021-06-27 18:16:16.710949
Principles of Animal Physiology | BIOLOGY 329D,Lecture Section 002,9227,1,5,80.0,2021-06-27 18:16:19.090952
Principles of Animal Physiology | BIOLOGY 329D,Discussion Section 01D,9228,4,20,80.0,2021-06-27 18:16:21.596343
Principles of Animal Physiology | BIOLOGY 329L,Lecture Section 001,9195,1,36,97.22222222222221,2021-06-27 18:16:24.136389
Principles of Animal Physiology | BIOLOGY 329L,Laboratory Section 01L,9196,0,12,100.0,2021-06-27 18:16:26.735961
Principles of Animal Physiology | BIOLOGY 329L,Laboratory Section 02L,9197,1,12,91.66666666666666,2021-06-27 18:16:29.192217
Principles of Animal Physiology | BIOLOGY 329L,Laboratory Section 03L,9198,0,12,100.0,2021-06-27 18:16:31.827560
Plant Diversity: A Field Approach | BIOLOGY 344S,SEM Section 01,9252,3,15,80.0,2021-06-27 18:16:34.843505
Symbiosis: From Organelles to Microbiomes | BIOLOGY 346,Lecture Section 01,9261,6,16,62.5,2021-06-27 18:16:37.364048
Herpetology | BIOLOGY 348LS,SEM Section 001,9269,0,12,100.0,2021-06-27 18:16:39.716635
Herpetology | BIOLOGY 348LS,Laboratory Section 01L,9270,0,12,100.0,2021-06-27 18:16:42.208240
Advanced Experimental Physics | BIOLOGY 364L,Laboratory Section 01L,7532,4,6,33.33333333333333,2021-06-27 18:16:44.551269
Deep-Sea Science and Environmental Management | BIOLOGY 368A,Lecture Section 01,5073,0,3,100.0,2021-06-27 18:16:46.931473
Biology and Conservation of Sea Turtles | BIOLOGY 375A,Lecture Section 01,5076,0,7,100.0,2021-06-27 18:16:49.305582
Integrative Neuroscience Laboratory | BIOLOGY 385L,Laboratory Section 01L,3986,1,10,90.0,2021-06-27 18:16:51.754704
Independent Study: Advanced Topics | BIOLOGY 391,IND Section 01,2727,0,1,100.0,2021-06-27 18:16:54.215281
Independent Study: Advanced Topics | BIOLOGY 391,IND Section 02,2728,1,1,0.0,2021-06-27 18:16:56.669901
Independent Study: Advanced Topics | BIOLOGY 391,IND Section 03,2729,1,1,0.0,2021-06-27 18:16:59.081097
Developmental and Stem Cell Biology Colloquium | BIOLOGY 415S,SEM Section 01,9320,0,17,100.0,2021-06-27 18:17:01.557410
Developmental and Stem Cell Biology Colloquium | BIOLOGY 415S,SEM Section 02,11173,0,1,100.0,2021-06-27 18:17:04.067040
Biophysics II | BIOLOGY 425,Lecture Section 01,7533,12,20,40.0,2021-06-27 18:17:06.789030
Current Topics in Sensory Biology | BIOLOGY 427S,SEM Section 01,9255,0,18,100.0,2021-06-27 18:17:09.750359
Biology of Host-Pathogen Interactions | BIOLOGY 432S,SEM Section 01,9289,1,12,91.66666666666666,2021-06-27 18:17:12.152771
Biology of Host-Pathogen Interactions | BIOLOGY 432S,SEM Section 02,9290,0,5,100.0,2021-06-27 18:17:14.509608
Genes & Development | BIOLOGY 452S,SEM Section 01,9322,1,15,93.33333333333333,2021-06-27 18:17:16.948172
Physiological Genetics of Disease | BIOLOGY 454S,SEM Section 01,9260,0,12,100.0,2021-06-27 18:17:19.420708
Population Genetics | BIOLOGY 460,Lecture Section 01,9223,11,20,45.0,2021-06-27 18:17:21.797749
Special Topics Seminar | BIOLOGY 490S,SEM Section 01,9201,0,10,100.0,2021-06-27 18:17:24.137040
Special Topics Seminar | BIOLOGY 490S,SEM Section 02,9202,0,3,100.0,2021-06-27 18:17:26.709494
Special Topics Seminar | BIOLOGY 490S,SEM Section 03,9203,1,12,91.66666666666666,2021-06-27 18:17:29.119019
Special Topics Seminar | BIOLOGY 490S,SEM Section 04,9204,2,3,33.33333333333333,2021-06-27 18:17:31.539870
Special Topics Seminar | BIOLOGY 490S,SEM Section 05,9205,0,15,100.0,2021-06-27 18:17:33.898208
Independent Study: Advanced Topics | BIOLOGY 491,IND Section 01,2731,2,2,0.0,2021-06-27 18:17:36.249227
Research Independent Study | BIOLOGY 493,IND Section 01,2746,0,25,100.0,2021-06-27 18:17:38.595290
Research Independent Study | BIOLOGY 493,IND Section 02,2747,2,4,50.0,2021-06-27 18:17:40.926716
Research Independent Study | BIOLOGY 493,IND Section 03,2748,3,4,25.0,2021-06-27 18:17:43.257717
Research Independent Study | BIOLOGY 493,IND Section 04,2749,3,4,25.0,2021-06-27 18:17:45.700715
Research Independent Study | BIOLOGY 493,IND Section 05,2750,3,4,25.0,2021-06-27 18:17:48.098280
Research Independent Study | BIOLOGY 493,IND Section 06,2751,3,4,25.0,2021-06-27 18:17:50.608876
Research Independent Study | BIOLOGY 493,IND Section 07,2752,3,4,25.0,2021-06-27 18:17:53.113993
Research Independent Study | BIOLOGY 493,IND Section 08,2753,3,4,25.0,2021-06-27 18:17:55.646004
Research Independent Study | BIOLOGY 493,IND Section 09,2754,3,4,25.0,2021-06-27 18:17:58.128291
Research Independent Study | BIOLOGY 493,IND Section 10,2755,3,4,25.0,2021-06-27 18:18:00.638511
Research Independent Study | BIOLOGY 493,IND Section 11,2756,3,4,25.0,2021-06-27 18:18:03.098588
Research Independent Study | BIOLOGY 493,IND Section 12,2757,3,4,25.0,2021-06-27 18:18:05.665549
Research Independent Study | BIOLOGY 493,IND Section 13,2758,3,4,25.0,2021-06-27 18:18:08.163365
Research Independent Study | BIOLOGY 493,IND Section 14,2759,3,4,25.0,2021-06-27 18:18:10.744210
Research Independent Study | BIOLOGY 493,IND Section 15,2760,3,4,25.0,2021-06-27 18:18:13.221624
Research Independent Study | BIOLOGY 493,IND Section 16,2761,3,4,25.0,2021-06-27 18:18:15.841045
Research Independent Study | BIOLOGY 493,IND Section 17,2762,3,4,25.0,2021-06-27 18:18:18.346863
Research Independent Study | BIOLOGY 493,IND Section 18,2763,2,4,50.0,2021-06-27 18:18:20.718955
Research Independent Study | BIOLOGY 493,IND Section 19,2764,3,4,25.0,2021-06-27 18:18:23.075255
Research Independent Study | BIOLOGY 493,IND Section 20,2765,4,4,0.0,2021-06-27 18:18:25.420534
Research Independent Study | BIOLOGY 493,IND Section 21,2766,5,5,0.0,2021-06-27 18:18:27.743372
Research Independent Study | BIOLOGY 493,IND Section 22,2767,5,5,0.0,2021-06-27 18:18:30.061271
Research Independent Study | BIOLOGY 493,IND Section 23,11998,4,4,0.0,2021-06-27 18:18:32.414097
Research Independent Study | BIOLOGY 493,IND Section 24,12000,4,4,0.0,2021-06-27 18:18:34.805668
Scientific Arguments: Writing an Undergraduate Thesis | BIOLOGY 495,Lecture Section 01,9231,5,29,82.75862068965517,2021-06-27 18:18:37.139142
Scientific Arguments: Writing an Undergraduate Thesis | BIOLOGY 495,Lecture Section 02,9232,0,1,100.0,2021-06-27 18:18:39.519130
