Class Name,Section,Class Number,Open Seats,Total Seats,Percent,Timestamp
Economic Principles | ECON 101,Lecture Section 01,10347,0,2,100.0,2021-06-27 17:25:25.290769
"Politics, Philosophy, and Economics Capstone | ECON 389",Lecture Section 01,10368,1,18,94.44444444444444,2021-06-27 18:23:36.836701
Selected Topics in Economics | ECON 390,Lecture Section 01,3627,1,25,96.0,2021-06-27 18:23:39.165239
Selected Topics in Economics | ECON 390S,SEM Section 01,11397,0,6,100.0,2021-06-27 18:23:41.544676
Independent Study | ECON 391,IND Section 01,3629,1,1,0.0,2021-06-27 18:23:43.904020
Independent Study | ECON 391,IND Section 02,3630,1,1,0.0,2021-06-27 18:23:46.292355
Independent Study | ECON 392,IND Section 01,3631,0,1,100.0,2021-06-27 18:23:48.705820
Independent Study | ECON 392,IND Section 02,3632,0,1,100.0,2021-06-27 18:23:51.061457
Independent Study | ECON 392,IND Section 03,3633,1,1,0.0,2021-06-27 18:23:53.606587
Independent Study | ECON 392,IND Section 04,3634,1,1,0.0,2021-06-27 18:23:55.980413
Research Independent Study | ECON 393,IND Section 01,3635,1,1,0.0,2021-06-27 18:23:58.366076
Research Independent Study | ECON 393,IND Section 02,3636,1,1,0.0,2021-06-27 18:24:00.707412
Research Independent Study | ECON 393,IND Section 03,3637,1,1,0.0,2021-06-27 18:24:03.047635
Research Independent Study | ECON 393,IND Section 04,3638,1,1,0.0,2021-06-27 18:24:05.367710
Research Independent Study | ECON 393,IND Section 05,3639,1,1,0.0,2021-06-27 18:24:07.736630
Research Independent Study | ECON 393,IND Section 06,3640,1,1,0.0,2021-06-27 18:24:10.068200
Research Independent Study | ECON 393,IND Section 07,3641,1,1,0.0,2021-06-27 18:24:12.385803
Research Independent Study | ECON 393,IND Section 08,3642,1,1,0.0,2021-06-27 18:24:14.742783
Research Independent Study | ECON 393,IND Section 09,3643,1,1,0.0,2021-06-27 18:24:17.054473
Research Independent Study | ECON 393,IND Section 10,3644,1,1,0.0,2021-06-27 18:24:19.481370
Research Independent Study | ECON 394,IND Section 01,3645,0,1,100.0,2021-06-27 18:24:21.802516
Research Independent Study | ECON 394,IND Section 02,3646,1,1,0.0,2021-06-27 18:24:24.126325
Research Independent Study | ECON 394,IND Section 03,3647,0,1,100.0,2021-06-27 18:24:26.457871
Research Independent Study | ECON 394,IND Section 04,3648,8,10,20.0,2021-06-27 18:24:28.909729
Research Independent Study | ECON 394,IND Section 05,3649,3,5,40.0,2021-06-27 18:24:31.229255
Research Independent Study | ECON 394,IND Section 06,3650,0,1,100.0,2021-06-27 18:24:33.538182
Research Independent Study | ECON 394,IND Section 07,3651,0,1,100.0,2021-06-27 18:24:35.857365
Research Independent Study | ECON 394,IND Section 08,3652,0,1,100.0,2021-06-27 18:24:38.146713
Research Independent Study | ECON 394,IND Section 09,3653,1,1,0.0,2021-06-27 18:24:40.466986
Research Independent Study | ECON 394,IND Section 10,3654,1,1,0.0,2021-06-27 18:24:42.796453
Research Independent Study | ECON 394,IND Section 11,3655,1,1,0.0,2021-06-27 18:24:45.139712
Research Independent Study | ECON 394,IND Section 12,3656,1,1,0.0,2021-06-27 18:24:47.520366
Research Independent Study | ECON 394,IND Section 13,3657,1,1,0.0,2021-06-27 18:24:49.878247
Research Independent Study | ECON 394,IND Section 14,3658,1,1,0.0,2021-06-27 18:24:52.220190
Research Independent Study | ECON 394,IND Section 15,3659,1,1,0.0,2021-06-27 18:24:54.584151
Economics of Education | ECON 435S,SEM Section 01,3660,1,18,94.44444444444444,2021-06-27 18:24:57.000392
Economics of Education | ECON 435S,SEM Section 02,3661,4,18,77.77777777777779,2021-06-27 18:24:59.366893
Global Inequality Research Seminar | ECON 436S,SEM Section 02,11795,0,15,100.0,2021-06-27 18:25:01.750292
"Development Economics: Theory, Evidence and Policy | ECON 442",Lecture Section 01,3662,0,10,100.0,2021-06-27 18:25:04.130332
Financial Markets and Investment | ECON 471,Lecture Section 01,10342,1,20,95.0,2021-06-27 18:25:06.644444
Goodner Equity Research Project | ECON 472S,SEM Section 01,3664,0,9,100.0,2021-06-27 18:25:09.007002
The Eichel Asset-Backed Securitization Project | ECON 474S,SEM Section 01,3665,1,12,91.66666666666666,2021-06-27 18:25:11.444872
Fixed Income Markets and Quantitative Methods | ECON 477,Lecture Section 01,3666,11,20,45.0,2021-06-27 18:25:13.796585
Selected Topics in Economics | ECON 490,Lecture Section 01,3667,19,20,5.0,2021-06-27 18:25:16.164286
Selected Topics in Economics | ECON 490,Lecture Section 02,3668,11,15,26.666666666666668,2021-06-27 18:25:18.523670
Honors Research Independent Study | ECON 493,IND Section 01,3669,0,1,100.0,2021-06-27 18:25:20.910605
Honors Research Independent Study | ECON 493,IND Section 02,3670,0,1,100.0,2021-06-27 18:25:23.434403
Honors Research Independent Study | ECON 493,IND Section 03,3671,0,1,100.0,2021-06-27 18:25:25.774827
Honors Research Independent Study | ECON 493,IND Section 04,3672,1,1,0.0,2021-06-27 18:25:28.138816
Honors Research Independent Study | ECON 493,IND Section 05,3673,5,5,0.0,2021-06-27 18:25:30.525609
Honors Research Independent Study | ECON 493,IND Section 06,3674,1,1,0.0,2021-06-27 18:25:32.825302
Honors Research Independent Study | ECON 493,IND Section 07,3675,10,10,0.0,2021-06-27 18:25:35.143749
Honors Research Independent Study | ECON 493,IND Section 08,3676,1,1,0.0,2021-06-27 18:25:37.518467
Honors Research Independent Study | ECON 493,IND Section 09,3677,1,1,0.0,2021-06-27 18:25:39.897237
Honors Research Independent Study | ECON 493,IND Section 10,3678,1,1,0.0,2021-06-27 18:25:42.338944
Honors Research Independent Study | ECON 493,IND Section 11,3679,1,1,0.0,2021-06-27 18:25:44.679729
Honors Research Independent Study | ECON 493,IND Section 12,3680,1,1,0.0,2021-06-27 18:25:47.013560
Honors Research Independent Study | ECON 493,IND Section 13,3681,1,1,0.0,2021-06-27 18:25:49.348915
Honors Research Independent Study | ECON 493,IND Section 14,3682,1,1,0.0,2021-06-27 18:25:51.713175
Honors Research Independent Study | ECON 493,IND Section 15,3683,1,1,0.0,2021-06-27 18:25:54.305007
Honors Research Independent Study | ECON 493,IND Section 16,3684,1,1,0.0,2021-06-27 18:25:56.676848
Honors Research Independent Study | ECON 493,IND Section 17,3685,1,1,0.0,2021-06-27 18:25:59.055116
Honors Research Independent Study | ECON 493,IND Section 18,3686,1,1,0.0,2021-06-27 18:26:01.453798
Honors Research Independent Study | ECON 493,IND Section 19,3687,1,1,0.0,2021-06-27 18:26:03.858950
Honors Research Independent Study | ECON 493,IND Section 20,3688,1,1,0.0,2021-06-27 18:26:06.252304
Research Independent Study | ECON 494,IND Section 01,3689,1,1,0.0,2021-06-27 18:26:08.599853
Research Independent Study | ECON 494,IND Section 02,3690,1,1,0.0,2021-06-27 18:26:11.014532
Research Independent Study | ECON 494,IND Section 03,3691,1,1,0.0,2021-06-27 18:26:13.339143
Research Independent Study | ECON 494,IND Section 04,3692,1,1,0.0,2021-06-27 18:26:15.649341
Research Independent Study | ECON 494,IND Section 05,3693,1,1,0.0,2021-06-27 18:26:17.986751
Honors Seminar II | ECON 496S,SEM Section 01,3694,7,12,41.66666666666667,2021-06-27 18:26:20.293157
Honors Seminar II | ECON 496S,SEM Section 02,3695,10,12,16.666666666666664,2021-06-27 18:26:22.626189
Honors Seminar II | ECON 496S,SEM Section 03,3696,6,12,50.0,2021-06-27 18:26:24.961960
