Class Name,Section,Class Number,Open Seats,Total Seats,Percent,Timestamp
First-Year Seminar | MATH 89S,SEM Section 01,5381,4,15,73.33333333333333,2021-06-27 17:29:53.030922
Research Independent Study | MATH 493,IND Section 01,5294,0,1,100.0,2021-06-27 18:30:04.344718
Research Independent Study | MATH 493,IND Section 02,5295,0,1,100.0,2021-06-27 18:30:06.683704
Research Independent Study | MATH 493,IND Section 03,5296,1,1,0.0,2021-06-27 18:30:09.051683
Research Independent Study | MATH 493,IND Section 04,5297,1,1,0.0,2021-06-27 18:30:11.482605
Research Independent Study | MATH 493,IND Section 05,5298,1,1,0.0,2021-06-27 18:30:13.976562
Research Independent Study | MATH 493,IND Section 06,5299,1,1,0.0,2021-06-27 18:30:16.577419
Research Independent Study | MATH 493,IND Section 07,5300,1,1,0.0,2021-06-27 18:30:19.007729
Research Independent Study | MATH 493,IND Section 08,5301,1,1,0.0,2021-06-27 18:30:21.512810
Research Independent Study | MATH 493,IND Section 09,5302,1,1,0.0,2021-06-27 18:30:23.973625
Research Independent Study | MATH 493,IND Section 10,5303,1,1,0.0,2021-06-27 18:30:26.394850
Research Independent Study | MATH 493,IND Section 11,5304,1,1,0.0,2021-06-27 18:30:28.754477
Research Independent Study | MATH 493,IND Section 12,5305,1,1,0.0,2021-06-27 18:30:31.093304
Research Independent Study | MATH 493,IND Section 13,5306,1,1,0.0,2021-06-27 18:30:33.419333
Research Independent Study | MATH 493,IND Section 14,5307,1,1,0.0,2021-06-27 18:30:35.768967
Research Independent Study | MATH 493,IND Section 15,5308,1,1,0.0,2021-06-27 18:30:38.103775
Research Independent Study | MATH 494,IND Section 01,5309,0,1,100.0,2021-06-27 18:30:40.439946
Research Independent Study | MATH 494,IND Section 02,5310,0,1,100.0,2021-06-27 18:30:42.779391
Research Independent Study | MATH 494,IND Section 03,5311,0,1,100.0,2021-06-27 18:30:45.115520
Research Independent Study | MATH 494,IND Section 04,5312,1,1,0.0,2021-06-27 18:30:47.464608
Research Independent Study | MATH 494,IND Section 05,5313,1,1,0.0,2021-06-27 18:30:49.824762
Research Independent Study | MATH 494,IND Section 06,5314,1,1,0.0,2021-06-27 18:30:52.221981
